Store_Name,Store_Lat,Store_Long,Store_City,Store_Chain_Name,Store_Star_Rating,Store_Review,sentiment_vader,sentiment_category_vader,roberta_neg,roberta_neu,roberta_pos,Emotion,sentiment_type
chipotle-mexican-grill-phoenix-26,33.494957,-112.014629,Phoenix,Chipotle Mexican Grill,4,Food was very tasty. Service was friendly and fast. Only complaint is receiving the hard unripe piece of avocado in my guac.,0.1531,positive,0.03445278,0.12126959,0.8442776,approval,positive
chipotle-mexican-grill-phoenix-26,33.494957,-112.014629,Phoenix,Chipotle Mexican Grill,1,"Unfortunately, my recent experience at the Chipotle on Indian School Road left a lot to be desired. While I usually enjoy the convenience and taste of their...",0.4404,positive,0.7568221,0.21262018,0.030557686,joy,negative
chipotle-mexican-grill-phoenix-26,33.494957,-112.014629,Phoenix,Chipotle Mexican Grill,3,I was impressed by how this Chipotle prepared our food. They did not skimp out on the toppings at all. They put a heaping amount of sour cream on our bowls...,0.6124,positive,0.0058920537,0.042076517,0.95203143,admiration,positive
chipotle-mexican-grill-phoenix-3,33.5814625,-112.1251124,Phoenix,Chipotle Mexican Grill,5,"We went to Chipotle tonight and we had to share our experience.

The last time we went to Chipotle we were disappointed in our service for a variety of...",-0.2263,negative,0.7839593,0.19624509,0.019795619,disappointment,negative
chipotle-mexican-grill-phoenix-3,33.5814625,-112.1251124,Phoenix,Chipotle Mexican Grill,2,This location needs some serious help! I've been going here awhile now and they are usually able to handle a dinner rush. Today I placed an order in advance...,0.4003,positive,0.4307033,0.46757698,0.10171973,desire,negative
chipotle-mexican-grill-phoenix-3,33.5814625,-112.1251124,Phoenix,Chipotle Mexican Grill,1,"I really wanna give a great review because let's face it, Chipotle makes really good food! Sadly, not gonna happen. Placed my very 1st order via the...",0.6989,positive,0.12899512,0.25685441,0.61415046,admiration,positive
chipotle-mexican-grill-phoenix-4,33.377255,-112.029895,Phoenix,Chipotle Mexican Grill,3,"I was almost underserved on rice until asked for the right amount. Service is alright but could be better as far as the ambiance, it is good.",0.8481,positive,0.067480385,0.28773522,0.6447844,approval,positive
chipotle-mexican-grill-phoenix-4,33.377255,-112.029895,Phoenix,Chipotle Mexican Grill,1,"I gave this place another shot and once again it was 100% terrible.  I ordered a salad and got rice, beans and salsa...no lettuce whatsoever.  My friend...",-0.4767,negative,0.97512496,0.02188227,0.002992829,disgust,negative
chipotle-mexican-grill-phoenix-4,33.377255,-112.029895,Phoenix,Chipotle Mexican Grill,2,I've ordered delivery from here before but this time they seem to really be skipping on the chicken I think I counted maybe four or five pieces and even...,0.0,neutral,0.460953,0.48031345,0.058733616,realization,negative
chipotle-mexican-grill-phoenix-8,33.59946,-111.98134,Phoenix,Chipotle Mexican Grill,1,Sad thing is this place is right around the corner but today is the last time I ever give chipotle my hard earned money.  Stopped in the gentleman who man...,-0.6049,negative,0.044341974,0.15348749,0.8021706,sadness,positive
chipotle-mexican-grill-phoenix-8,33.59946,-111.98134,Phoenix,Chipotle Mexican Grill,4,"Chipotle is good food but sometimes it's a hit or miss with the service.  

This one freaking rocks!  Sofie and the crew behind the counter were engaging,...",-0.6124,negative,0.83607656,0.14306496,0.0208584,admiration,negative
chipotle-mexican-grill-phoenix-9,33.5103750640204,-112.046220435102,Phoenix,Chipotle Mexican Grill,5,"when they stuff the box  i enjoy this chipotle 
juss look at that cheeeeeeseeeeeeee IF IT AINT STEAK I DONT WANT IT TFFF",0.5811,positive,0.19371748,0.28457746,0.52170503,amusement,positive
chipotle-mexican-grill-phoenix-9,33.5103750640204,-112.046220435102,Phoenix,Chipotle Mexican Grill,1,"I'm so tired of restaurants charging way too much for their mediocre food and paltry servings.  The staff sucks!  Super rude, don't care, you know normal...",-0.7726,negative,0.98229516,0.014948366,0.0027565032,anger,negative
chipotle-mexican-grill-scottsdale-11,33.4793340624295,-111.925767917918,Phoenix,Chipotle Mexican Grill,2,This might be my least favorite location which is highly unfortunate because it's the closest one to me. They're almost always out of things and the service...,-0.6978,negative,0.68944913,0.24414465,0.06640624,disapproval,negative
chipotle-mexican-grill-scottsdale-11,33.4793340624295,-111.925767917918,Phoenix,Chipotle Mexican Grill,1,I've had 2 or 3 really bad experiences with pick-up orders at this location. Portion sizes for pick-up orders are clearly and considerably smaller than than...,-0.2716,negative,0.9330961,0.061241724,0.0056621507,approval,negative
chipotle-mexican-grill-scottsdale-11,33.4793340624295,-111.925767917918,Phoenix,Chipotle Mexican Grill,1,"This is probably one of the worst experiences at a food place I've had, the two girls working didn't seem to know what they were doing, kept talking to each...",-0.6249,negative,0.9742061,0.0234482,0.0023456768,disappointment,negative
chipotle-mexican-grill-scottsdale-12,33.5386903,-111.8876449,Phoenix,Chipotle Mexican Grill,4,"When it's good it's really good, and when it's not, it's really bad. Most of the employees are always pretty nice, and some are great. If management made...",0.9582,positive,0.1895046,0.33589342,0.47460192,admiration,positive
chipotle-mexican-grill-scottsdale-12,33.5386903,-111.8876449,Phoenix,Chipotle Mexican Grill,5,"Ever since I've been adding Guacamole to my salads it's been a life changer for me when eating at Chipotle.  

Nick was AWESOME and deserves a Customer...",0.7034,positive,0.0013831485,0.012439051,0.9861778,admiration,positive
chipotle-mexican-grill-scottsdale-12,33.5386903,-111.8876449,Phoenix,Chipotle Mexican Grill,1,"Avoid at all costs. I'm not one to normally be ""picky"" but, bugs in the queso blanco right? The guy sees it and decides to dip his spoon in it and shove the...",-0.1531,negative,0.5174383,0.44521704,0.037344646,caring,negative
chipotle-mexican-grill-scottsdale-19,33.5859573730411,-111.92558185222,Phoenix,Chipotle Mexican Grill,3,I like this location.  It seems a little smaller than some of the other Chipotle's but has never been particularly busy when I've been here.  It's the...,0.6369,positive,0.0023696162,0.031076273,0.9665541,love,positive
chipotle-mexican-grill-scottsdale-19,33.5859573730411,-111.92558185222,Phoenix,Chipotle Mexican Grill,5,Just had the nicest cashier who helped me with the app & so friendly! Food was excellent also!,0.1901,positive,0.007773022,0.059660815,0.93256617,admiration,positive
chipotle-mexican-grill-scottsdale-19,33.5859573730411,-111.92558185222,Phoenix,Chipotle Mexican Grill,5,"On my 2nd visit I ordered a steak burrito, carnitas & barboa softshell tacos, chips and queso.

Again, the Queso is hands down best I ever had and their...",0.9118,positive,0.0013240557,0.006445755,0.99223024,approval,positive
chipotle-mexican-grill-scottsdale-22,33.503687,-111.929381,Phoenix,Chipotle Mexican Grill,2,"Worst chipotle I've been to! So stingy with everything. 

I haven't had chipotle in a while, so when I saw they opened one at the mall, I was excited to...",-0.7082,negative,0.67724067,0.21892808,0.10383121,excitement,negative
chipotle-mexican-grill-scottsdale-22,33.503687,-111.929381,Phoenix,Chipotle Mexican Grill,1,Wow. Well the rating speaks for itself. Came here for lunch. Everything was cold. Carefully watch how much meat they give for a rice bowl. There was more...,0.7506,positive,0.46787414,0.4200854,0.11204044,surprise,negative
chipotle-mexican-grill-scottsdale-22,33.503687,-111.929381,Phoenix,Chipotle Mexican Grill,1,I never leave that many reviews especially negative ones. But my experience was horrible. I ordered a keto bowl and I got delivered just a lump of salad...,-0.8005,negative,0.9617792,0.033701908,0.0045189005,disapproval,negative
chipotle-mexican-grill-scottsdale-3,33.5808139266286,-111.881900916495,Phoenix,Chipotle Mexican Grill,4,"I had a Chipotle craving today and decided to stop at this location even though it has such a crazy, congested parking lot. I was there around 11 am and...",-0.5574,negative,0.21090196,0.53475755,0.25434053,desire,positive
chipotle-mexican-grill-scottsdale-3,33.5808139266286,-111.881900916495,Phoenix,Chipotle Mexican Grill,1,"Restaurant was filthy, staff was extremely slow and rude.  I waited almost 20 minutes in line only to be told they don't have any rice.  This means the...",-0.5046,negative,0.9755401,0.02222679,0.002233044,anger,negative
chipotle-mexican-grill-scottsdale-3,33.5808139266286,-111.881900916495,Phoenix,Chipotle Mexican Grill,5,"This is my absolute favorite chipotle to visit!! I am always greeted by polite, kind, and caring individuals. Food is always fresh, hot and portions are...",0.9272,positive,0.001606532,0.0062192203,0.99217427,love,positive
chipotle-mexican-grill-scottsdale-6,33.6262957,-111.9248201,Phoenix,Chipotle Mexican Grill,5,"Awesome location!

Stopped here for lunch after shopping at Kierland.  It was the perfect place to eat after being out in the heat walking outside and...",0.2323,positive,0.03783593,0.28782904,0.67433506,admiration,positive
chipotle-mexican-grill-scottsdale-6,33.6262957,-111.9248201,Phoenix,Chipotle Mexican Grill,4,Haven't been for a while because the prices were increasing and the portions were smaller. Decided to try again and I was pleasantly surprised and pleased....,0.8016,positive,0.0015597688,0.015541296,0.98289895,surprise,positive
chipotle-mexican-grill-scottsdale-6,33.6262957,-111.9248201,Phoenix,Chipotle Mexican Grill,4,It's Chipotle. Can count on the same quality and consistency from one location to another. Not a bad spot for a meal on the go but not some place to bring a...,0.6124,positive,0.006499743,0.05136327,0.942137,admiration,positive
chipotle-mexican-grill-scottsdale-8,33.503376,-111.925694646015,Phoenix,Chipotle Mexican Grill,5,I love this Chipotle location. It always has parking and a good vibe. They are EXCELLENT with allergies. My kids have a dairy allergy and they change...,0.9106,positive,0.004546134,0.016253693,0.9792002,love,positive
chipotle-mexican-grill-scottsdale-8,33.503376,-111.925694646015,Phoenix,Chipotle Mexican Grill,5,"Shoutout to Quinn just because she was funny! Quin got me in and out! 

This location is better than having to park and walk into a mall as it's in the...",0.7494,positive,0.015096315,0.10090076,0.8840029,approval,positive
chipotle-mexican-grill-scottsdale-8,33.503376,-111.925694646015,Phoenix,Chipotle Mexican Grill,1,"Served me chicken so hard, it broke my tooth... and it took them over a week to respond to my 2 times contacting them.
It was an online order so they got...",-0.6033,negative,0.8965066,0.09645225,0.007041111,sadness,negative
chipotle-mexican-grill-tempe-2,33.433368350573275,-111.901836162095,Phoenix,Chipotle Mexican Grill,5,"I love this location! The staff is always friendly (well, except for the girl who rolled her eyes at me once for asking to give a little more guac because...",0.8268,positive,0.004923653,0.018860608,0.9762157,admiration,positive
chipotle-mexican-grill-tempe-4,33.4179813357058,-111.940399,Phoenix,Chipotle Mexican Grill,1,"This patch in particular is ALWAYS out of something, and has been for so long that it feels like something is wrong with their prep team. 
Every single time...",0.5673,positive,0.0016426971,0.010814267,0.987543,disappointment,positive
chipotle-mexican-grill-tempe-4,33.4179813357058,-111.940399,Phoenix,Chipotle Mexican Grill,5,Thank you to Gabe and Hailey. They both went beyond there call of duty to serve me and my dad meals.  Gabe and Hailey you guys rock!!!!,-0.1531,negative,0.95135957,0.044963658,0.0036767374,admiration,negative
chipotle-mexican-grill-tempe-4,33.4179813357058,-111.940399,Phoenix,Chipotle Mexican Grill,3,Decent chipotle location. White rice was a little gummy and stuck together. Pretty salty. Everything else was pretty good. I went for a vegetarian burrito...,0.8207,positive,0.0073801815,0.06540951,0.92721033,admiration,positive
chipotle-phoenix-14,33.40642,-111.97964,Phoenix,Chipotle,1,"If I could give no stars or negative stars, I definitely would! This is BY FAR the worst Chipotle I have EVER been in! First, they had about 12 people on...",0.7804,positive,0.0029703209,0.017086709,0.979943,disgust,positive
chipotle-phoenix-14,33.40642,-111.97964,Phoenix,Chipotle,2,I hadn't gone to chipotle in several years. I went two weeks ago to an alternate location and it was AMAZING. Huge portions for the price I paid. This...,-0.8353,negative,0.9717097,0.024157872,0.004132402,admiration,negative
chipotle-phoenix-14,33.40642,-111.97964,Phoenix,Chipotle,1,Ordered through mobile app and bought a bowl and chips but man the chips were all stale. Almost as if they had been sitting out all day.,0.0,neutral,0.87319994,0.11447231,0.01232781,approval,negative
chipotle-mexican-grill-cottonwood-heights,40.625666,-111.851515186508,Salt Lake City,Chipotle Mexican Grill,5,"We went on Friday evening, and the good folks at Chipotle were on their A Game. 

The line moved quickly, the service was great, and I could tell that each...",0.7906,positive,0.0019224088,0.027626835,0.9704507,admiration,positive
chipotle-mexican-grill-cottonwood-heights,40.625666,-111.851515186508,Salt Lake City,Chipotle Mexican Grill,5,Probably the best chipotle I've had in Utah. Service was quick I don't think it took even 3 minutes from walking in to taking our first bite. And the food...,0.6369,positive,0.0014961034,0.01740686,0.981097,admiration,positive
chipotle-mexican-grill-murray,40.659786,-111.887878,Salt Lake City,Chipotle Mexican Grill,4,"This Chipotle location can be found in the same plaza as Starbucks with parking available in the lot. 

My husband and I decided to stop by this location...",-0.296,negative,0.005001915,0.38903683,0.60596126,approval,positive
chipotle-mexican-grill-murray,40.659786,-111.887878,Salt Lake City,Chipotle Mexican Grill,1,"This was the last good Chipotle in the area. Because of rude staff and terrible management at the other locations, we had thought we wouldn't be able to go...",-0.4939,negative,0.87703747,0.10634928,0.016613282,disapproval,negative
chipotle-mexican-grill-murray,40.659786,-111.887878,Salt Lake City,Chipotle Mexican Grill,4,"Chipotle is a fresher take on Mexican fast food. I don't come here often, but when I do, I go for a bowl over a burrito. I wish the portion sizes of meat...",0.5499,positive,0.10237359,0.5550608,0.34256566,desire,positive
chipotle-mexican-grill-salt-lake-city-3,40.7255254,-111.8620372,Salt Lake City,Chipotle Mexican Grill,1,I've gotten food poisoning the last two times I ate there. And $3 for guacamole is ridiculous. Boo Chipotle.,-0.743,negative,0.97687906,0.020378496,0.002742463,annoyance,negative
chipotle-mexican-grill-sandy-2,40.5626127,-111.8904488,Salt Lake City,Chipotle Mexican Grill,5,food was amazing. great staff. in love. just go! i loved the energy from the crew. one of my best chipotle experiences ever! incredible,0.9747,positive,0.0021298793,0.004953556,0.9929166,admiration,positive
chipotle-mexican-grill-sandy-2,40.5626127,-111.8904488,Salt Lake City,Chipotle Mexican Grill,5,This is one of the best locations I've been to. They don't skimp on portions. They move fast. The customer service was outstanding.  The food was fresh....,0.8481,positive,0.0020133413,0.008351942,0.9896347,admiration,positive
chipotle-mexican-grill-sandy-2,40.5626127,-111.8904488,Salt Lake City,Chipotle Mexican Grill,1,"Horrible. I pity the staff for the clearly bad management they have to deal with, but there is no excuse for being so rude to customers who are just...",-0.8979,negative,0.97439563,0.0226972,0.0029072121,disgust,negative
chipotle-mexican-grill-west-bountiful-2,40.890837055459,-111.892628561576,Salt Lake City,Chipotle Mexican Grill,4,"Fresh food and good service, this Chipotle location is unbeatable. 

We ordered a burrito and veggie bowl when they ran out of fajita, so they gave us two...",0.6369,positive,0.0024334646,0.022809576,0.97475696,admiration,positive
chipotle-mexican-grill-west-bountiful-2,40.890837055459,-111.892628561576,Salt Lake City,Chipotle Mexican Grill,3,"Food is what is expected at Chipotle.   It's okay, nothing to write home about.   I ordered the macro bowl and had 6 of the lettuce cores in my salad.   The...",0.2263,positive,0.09831994,0.463665,0.43801504,approval,positive
chipotle-mexican-grill-west-bountiful-2,40.890837055459,-111.892628561576,Salt Lake City,Chipotle Mexican Grill,1,"It's the third time I've been to this location in the last year, this was the final time. They were incredibly stingy, I had to ask for an extra scoop of...",-0.3167,negative,0.8427693,0.1426921,0.0145386215,approval,negative
chipotle-mexican-grill-arvada,39.7939422737582,-105.080273,Denver,Chipotle Mexican Grill,5,This location is one of the best. They move the line quickly. They are not stingy with the food. The tables are cleaned. Friendly staff. All chipotle...,0.8619,positive,0.0018060808,0.009699095,0.9884948,admiration,positive
chipotle-mexican-grill-arvada,39.7939422737582,-105.080273,Denver,Chipotle Mexican Grill,2,"I am so disappointed in the visit today. It cost over $36 for two bowls with double chicken (one with guac), two fountain drinks, a bag of chips and a side...",-0.5256,negative,0.97333974,0.02385391,0.0028062968,disappointment,negative
chipotle-mexican-grill-arvada,39.7939422737582,-105.080273,Denver,Chipotle Mexican Grill,1,"This sucks! We order lunch from this location often, well not after today we won't! We seriously got old food! The guac is black, nothing about it is fresh....",0.2486,positive,0.9754671,0.021406384,0.0031265218,disapproval,negative
chipotle-mexican-grill-arvada-2,39.8561807,-105.0823753,Denver,Chipotle Mexican Grill,3,"Won't be coming back to this location unfortunately, The bowls are microscopic! I got a salad and the bowl didn't come with either salad or the vinaigrette...",-0.4003,negative,0.91922104,0.07362734,0.0071516535,disapproval,negative
chipotle-mexican-grill-arvada-2,39.8561807,-105.0823753,Denver,Chipotle Mexican Grill,3,I love chipotle and this location is so close to work but every time I go in something is off. Today the fajita veggies were so salty they were inedible and...,0.3818,positive,0.17427441,0.22168362,0.60404193,love,positive
chipotle-mexican-grill-aurora-14,39.6743652027966,-104.810655553985,Denver,Chipotle Mexican Grill,4,"Pretty dang good :) food was fresh and flavorful and the employees were pretty nice
Was sad they don't have chicken Al pastor at this location tho :(",0.886,positive,0.008495465,0.026948988,0.9645555,admiration,positive
chipotle-mexican-grill-aurora-14,39.6743652027966,-104.810655553985,Denver,Chipotle Mexican Grill,1,My service tonight was not good I ordered a bowl and a burrito the bowl with steak lettuce green salsa queso and pinto beans I did not get that I got pork...,-0.3412,negative,0.96686393,0.030331774,0.0028042495,disappointment,negative
chipotle-mexican-grill-aurora-20,39.6743816631503,-104.869577135915,Denver,Chipotle Mexican Grill,1,"We order 6 different meals from here, from burritos to bowls and quesadillas, let's just begin by saying I finished the burrito and half of a quesadilla and...",0.0,neutral,0.08632615,0.82519656,0.08847731,approval,positive
chipotle-mexican-grill-aurora-20,39.6743816631503,-104.869577135915,Denver,Chipotle Mexican Grill,5,"""Chipotle muh liiiiife"". Ok but really though. Finding good Chipotle locations is like a coin toss. Some of them have great tasting ingredients, great...",-0.5994,negative,0.5617539,0.3832495,0.054996558,admiration,negative
chipotle-mexican-grill-aurora-3,39.6945628,-104.86629,Denver,Chipotle Mexican Grill,5,"Amazing service, they always load the burritos up! It always flows pretty smoothly here.",0.807,positive,0.001814575,0.015703682,0.9824818,admiration,positive
chipotle-mexican-grill-aurora-3,39.6945628,-104.86629,Denver,Chipotle Mexican Grill,1,"Place gets worse every time I come. 
The only people that seemed to be doing their job was the girl who was at the start of the line, the cook, and the...",-0.4767,negative,0.9187323,0.07501471,0.0062530325,annoyance,negative
chipotle-mexican-grill-aurora-3,39.6945628,-104.86629,Denver,Chipotle Mexican Grill,2,"This location is on a steady decline. It's pretty dirty in there and the employees are extremely rude. That being said, they are like saints compared to the...",-0.1263,negative,0.95963895,0.03606273,0.0042983103,disgust,negative
chipotle-mexican-grill-aurora-8,39.7398985519635,-104.827770964401,Denver,Chipotle Mexican Grill,4,"I had a great experience! My sister and I ordered a steak bowl with guacamole, a half chicken/half steak quesadilla, large chips and queso, and sides of...",0.6588,positive,0.0010839817,0.011877692,0.9870384,excitement,positive
chipotle-mexican-grill-aurora-8,39.7398985519635,-104.827770964401,Denver,Chipotle Mexican Grill,5,"Workers are so diligent and kind! I've been here on multiple occasions and have only gotten a cold response when they are really busy, and that I can...",0.6067,positive,0.007823913,0.059441052,0.93273497,admiration,positive
chipotle-mexican-grill-commerce-city,39.8039894104004,-104.930809020996,Denver,Chipotle Mexican Grill,3,"The place is clean, parking sucks and woman are given less food then men.
The guy in front of me hard larger portions and so did the man behind me.  I am...",-0.0516,negative,0.70105255,0.23934393,0.059603542,approval,negative
chipotle-mexican-grill-commerce-city,39.8039894104004,-104.930809020996,Denver,Chipotle Mexican Grill,1,I absolutely do not recommend this location ! They are cheap and VERY INCONSIDERATE. I've been coming here for lunch for over a year and that's ONLY because...,-0.8087,negative,0.97796214,0.019222546,0.002815326,disapproval,negative
chipotle-mexican-grill-denver-10,39.652405,-104.9032,Denver,Chipotle Mexican Grill,5,We drive farther just to come to this chipotle.  We live 2 min from the colorado blvd store. The hampden store is consistently good.  We eat at Chipotle...,-0.2382,negative,0.33217975,0.3381372,0.32968304,admiration,negative
chipotle-mexican-grill-denver-10,39.652405,-104.9032,Denver,Chipotle Mexican Grill,5,"I have always loved Chipotle, but this location is especially nice. It is very close to home. Everyone there is super friendly, the restaurant is clean, and...",0.4404,positive,0.0032024826,0.063784495,0.933013,admiration,positive
chipotle-mexican-grill-denver-10,39.652405,-104.9032,Denver,Chipotle Mexican Grill,1,I love Chipotle but will never return to this one. I always get two soft tacos but have had trouble keeping the food juices from spilling out of the...,0.9674,positive,0.0014239129,0.005935583,0.99264044,love,positive
chipotle-mexican-grill-denver-11,39.7453815772972,-104.991603965658,Denver,Chipotle Mexican Grill,3,There were about 4 people in line when they opened. This was a rushed experience. The steak was over-cooked. I was also charged for the wrong order.,-0.5994,negative,0.934281,0.06036827,0.0053507504,realization,negative
chipotle-mexican-grill-denver-11,39.7453815772972,-104.991603965658,Denver,Chipotle Mexican Grill,1,"All the employees here have horrible attitudes. They don't even ask what would you like to order, they just stare at you until you speak first. There's no...",-0.25,negative,0.9657263,0.03132208,0.0029514972,disgust,negative
chipotle-mexican-grill-denver-16,39.7254866850594,-104.987012,Denver,Chipotle Mexican Grill,3,"I always crave Chipotle but I realize I crave Old Chipotle: before the vacuume sealed bags of chicken that get dumped on the grill, when the chicken was...",-0.5499,negative,0.03971419,0.36923835,0.59104747,desire,positive
chipotle-mexican-grill-denver-16,39.7254866850594,-104.987012,Denver,Chipotle Mexican Grill,1,Don't waste your time in this shitty place. The store don't care much about your complaints,-0.8045,negative,0.97548157,0.02175957,0.0027589079,caring,negative
chipotle-mexican-grill-denver-18,39.701799296275,-104.912456369625,Denver,Chipotle Mexican Grill,1,"Can I give zero stars?

Don't order pickup, stand in line. Twice they screwed up my meal. 

First bowl: ordered double protein and sour cream. They added...",0.8805,positive,0.0014143111,0.01309756,0.9854881,curiosity,positive
chipotle-mexican-grill-denver-18,39.701799296275,-104.912456369625,Denver,Chipotle Mexican Grill,1,Is it even possible to get a refund ! I Nasty ass food no flavor . My burrito was rolled all soggy and deformed . I asked for some chips and the lady forgot...,-0.8622,negative,0.9603212,0.035377733,0.004301152,annoyance,negative
chipotle-mexican-grill-denver-18,39.701799296275,-104.912456369625,Denver,Chipotle Mexican Grill,5,"The location always does a great job with generous portions and service with a smile! 

They have recently rearranged their dining area to feel much more...",-0.4939,negative,0.9584552,0.03734172,0.0042030998,admiration,negative
chipotle-mexican-grill-denver-2,39.76197068934927,-105.034840990474,Denver,Chipotle Mexican Grill,2,"The employees at this store walked out before making my order. Chipotle as a company refunded me though which was nice, and the queso is amazing when you...",0.765,positive,0.0036345194,0.023746919,0.97261864,excitement,positive
chipotle-mexican-grill-denver-2,39.76197068934927,-105.034840990474,Denver,Chipotle Mexican Grill,1,"Easily the worst chipotle I've ever been to. 

Terrible service longs waits on mobile orders bad quick dirt quality food everything here is just bad.",-0.9349,negative,0.9791267,0.018045006,0.002828344,disgust,negative
chipotle-mexican-grill-denver-2,39.76197068934927,-105.034840990474,Denver,Chipotle Mexican Grill,1,"This Chipotle is the worst location in Denver. They have messed up every single online order I have placed, and they NEVER turn off/pause their Doordash...",-0.7579,negative,0.9807835,0.016875057,0.0023414586,disapproval,negative
chipotle-mexican-grill-denver-23,39.757851360197,-104.9015587,Denver,Chipotle Mexican Grill,3,This was your average chipotle with minimal parking. I ordered a bowl with chips and guac through the app and it was alright but they didn't follow the...,0.128,positive,0.07894312,0.5045446,0.41651225,approval,positive
chipotle-mexican-grill-denver-23,39.757851360197,-104.9015587,Denver,Chipotle Mexican Grill,2,We came to Chipotle after a yoga class (Thurs night around 820p). The staff is nice but they seemed to be out of items and there was still so many people...,0.2263,positive,0.01845047,0.17163925,0.8099103,admiration,positive
chipotle-mexican-grill-denver-26,39.7399549627203,-104.957236,Denver,Chipotle Mexican Grill,1,"I feel bad for giving a one star review for a fast food restaurant, but please stop draining your agua frescas so long before you guys close! I usually come...",0.8689,positive,0.2599143,0.55976605,0.18031967,disappointment,negative
chipotle-mexican-grill-denver-26,39.7399549627203,-104.957236,Denver,Chipotle Mexican Grill,2,"i wish i could give this a half star for a perfectly down the middle two and a half. some things i want to make clear before getting into this review:
- i...",0.8368,positive,0.023350628,0.14221603,0.8344333,desire,positive
chipotle-mexican-grill-denver-26,39.7399549627203,-104.957236,Denver,Chipotle Mexican Grill,4,"perfectly functional chipotle, Im not sure why everyone has such high standards for a fast food place but the employees are doing their best.",-0.1759,negative,0.8751653,0.11205465,0.012780015,approval,negative
chipotle-mexican-grill-denver-29,39.7502428,-104.9991429,Denver,Chipotle Mexican Grill,2,Disappointing as most chipotles are these days. The quality of ingredients is poor compared to what it used to be. They were out of sour cream so I ordered...,0.8316,positive,0.0019606212,0.009483455,0.98855597,disappointment,positive
chipotle-mexican-grill-denver-29,39.7502428,-104.9991429,Denver,Chipotle Mexican Grill,2,"I love Chipotle as much as the next person and have been to this location several times. The staff here is some of the friendliest I've experienced. 

The...",0.5619,positive,0.035935245,0.15821363,0.8058511,admiration,positive
chipotle-mexican-grill-denver-29,39.7502428,-104.9991429,Denver,Chipotle Mexican Grill,4,A good location. Many Chipotle locations struggle to deliver a consistent experience but at this downtown location I have never been disappointed. It can...,-0.743,negative,0.95740825,0.038295653,0.0042961943,admiration,negative
chipotle-mexican-grill-denver-3,39.7283143271549,-104.940991,Denver,Chipotle Mexican Grill,1,Consistently rude and unfriendly staff at this particular location. Staff messes up orders and rolls their eyes at customers. The manager was dismissive...,-0.6705,negative,0.96852255,0.02847178,0.003005695,anger,negative
chipotle-mexican-grill-denver-4,39.7185599315676,-104.949561382209,Denver,Chipotle Mexican Grill,5,Always accurate and tasty! I go here at least once a week! The carnitas quesadilla is my favorite!,0.5962,positive,0.0010497951,0.009723483,0.9892267,approval,positive
chipotle-mexican-grill-denver-4,39.7185599315676,-104.949561382209,Denver,Chipotle Mexican Grill,2,"The manager of this place was awful. Treating other employees and customers without care. Food was very average in comparison to other chipotles, but the...",-0.4242,negative,0.97651166,0.020727167,0.002761194,disgust,negative
chipotle-mexican-grill-denver-5,39.6782974,-104.96780777696743,Denver,Chipotle Mexican Grill,4,This is the very first Chipotle that ever opened back in 1993. It is located by the University of Denver. I ordered a barbacoa (barbecue beef) burrito with...,0.0,neutral,0.002412143,0.55461884,0.44296896,approval,positive
chipotle-mexican-grill-denver-5,39.6782974,-104.96780777696743,Denver,Chipotle Mexican Grill,2,Service was the worst it's ever been. Workers appeared to be stoned and were standing around just talking while there was a line of people waiting for there...,-0.6249,negative,0.96963555,0.027893456,0.0024709026,disgust,negative
chipotle-mexican-grill-denver-5,39.6782974,-104.96780777696743,Denver,Chipotle Mexican Grill,2,Just ordered takeout for the first time -- I paid for guac and extra corn which are my favorite part about chipotle and it came with none of both. Of...,0.4588,positive,0.038943477,0.2876689,0.6733876,joy,positive
chipotle-mexican-grill-denver-6,39.6664169707133,-104.939886940493,Denver,Chipotle Mexican Grill,1,"Food is bland, portions are minimal, and service is terrible. Staff always acts like you're an inconvenience for being there and doesn't know how to answer...",0.6114,positive,0.0011972189,0.0128587345,0.98594403,disgust,positive
chipotle-mexican-grill-denver-6,39.6664169707133,-104.939886940493,Denver,Chipotle Mexican Grill,1,Rice undercooked. Chicken wayyy over salted. Prep area dirty. Assembly line ingredients inside other ingredient bowls. Kitchen dirty. Dining room a mess....,-0.7003,negative,0.93644243,0.057808794,0.0057487516,disgust,negative
chipotle-mexican-grill-denver-6,39.6664169707133,-104.939886940493,Denver,Chipotle Mexican Grill,5,"The food is always delicious at chipotle! I ordered the chicken burrito with brown rice, black beans, cheese, sour cream and corn salsa. The burritos are...",-0.4767,negative,0.97615063,0.021118259,0.0027310788,approval,negative
chipotle-mexican-grill-denver-9,39.7115056972513,-104.983092787714,Denver,Chipotle Mexican Grill,1,Poor care of food packaged bowls was smashed and burrito was ripped and squashed on one side ruined my appetite will not be eating there for a very long...,-0.4588,negative,0.9711273,0.026231358,0.0026413095,caring,negative
chipotle-mexican-grill-denver-9,39.7115056972513,-104.983092787714,Denver,Chipotle Mexican Grill,5,This Chipotle opens at 10:45 instead of 11:00 - so that's a win. It's a small interior but they make you a burrito just like any other Chipotle; you're in...,0.6993,positive,0.0035682307,0.07286415,0.92356765,approval,positive
chipotle-mexican-grill-englewood-3,39.6536,-104.99244,Denver,Chipotle Mexican Grill,3,"This location is by far the closest to my house. So, out of desperation and necessity, I've been back more than once since I wrote this review.

I would now...",-0.5046,negative,0.14212777,0.62361026,0.23426194,approval,positive
